"Reef","Site","Plot","Cluster","Class","Area","Area_cm2"
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore Central","Atab",0.215013791,2150.13791
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore Central","Pdam",0.036825957,368.25957
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore Central","Pdam",0.025777771,257.77771
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore Central","Atab",0.036612358,366.12358
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore Central","Atab",0.034701467,347.01467
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore Central","Pmas",0.009480487,94.80487
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore Central","Pmas",0.015315044,153.15044
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore Central","Pmas",0.009495345,94.95345
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore Central","Pdam",0.011539664,115.39664
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore Central","Pdam",0.0301134,301.134
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore Central","Pdam",0.038028968,380.28968
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pmas",0.013218535,132.18535
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pmas",0.045492882,454.92882
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pmas",0.009514677,95.14677
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pmas",0.017756428,177.56428
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pmas",0.011088792,110.88792
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pdam",0.018319588,183.19588
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pdam",0.009712524,97.12524
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pdam",0.023804663,238.04663
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.074299257,742.99257
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.033790023,337.90023
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.137659162,1376.59162
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Amil",0.058124394,581.24394
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pmas",0.929067193,9290.67193
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.010392918,103.92918
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.23617766,2361.7766
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Amil",0.054892509,548.92509
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.070284614,702.84614
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Amil",0.018158501,181.58501
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.037177711,371.77711
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Atab",0.016076125,160.76125
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore Central","Pmas",0.00926773,92.6773
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.042177987,421.77987
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.149019973,1490.19973
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.036356417,363.56417
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.078252308,782.52308
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.019082531,190.82531
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.054329856,543.29856
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.026869085,268.69085
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.042442147,424.42147
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.008157991,81.57991
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.068232969,682.32969
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.019416966,194.16966
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.019291322,192.91322
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.030089492,300.89492
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.019161159,191.61159
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.008899162,88.99162
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.030372568,303.72568
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.020878743,208.78743
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.022850374,228.50374
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.008566592,85.66592
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.065694174,656.94174
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.067817296,678.17296
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.01035749,103.5749
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.008355902,83.55902
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.044960861,449.60861
"OCDA","OCDA_BA1D","OCDA_BA1D_P1","Offshore Central","Pmas",0.019572464,195.72464
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.036046177,360.46177
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.028390383,283.90383
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.012141494,121.41494
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.016812034,168.12034
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.033798195,337.98195
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.009782337,97.82337
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Atab",0.222837152,2228.37152
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.054386465,543.86465
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.117918402,1179.18402
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.014131656,141.31656
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.063613169,636.13169
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.012042867,120.42867
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.03472908,347.2908
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.015569572,155.69572
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.053214051,532.14051
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.049654025,496.54025
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.029874866,298.74866
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.031346866,313.46866
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.023755101,237.55101
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pdam",0.081059894,810.59894
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore Central","Pmas",0.056766809,567.66809
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.048088372,480.88372
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.028367727,283.67727
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.034665024,346.65024
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.078208305,782.08305
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.027002237,270.02237
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.06843153,684.3153
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.049753663,497.53663
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.008126362,81.26362
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.020869937,208.69937
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.015479187,154.79187
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.041258775,412.58775
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.010108283,101.08283
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.047624333,476.24333
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.026874893,268.74893
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.02450116,245.0116
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.023051909,230.51909
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.011354526,113.54526
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.026282986,262.82986
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.112186666,1121.86666
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pmas",0.036716544,367.16544
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore Central","Pdam",0.079860574,798.60574
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.089123191,891.23191
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.007864883,78.64883
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.094220968,942.20968
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.018273679,182.73679
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.009433563,94.33563
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.160926383,1609.26383
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.034223045,342.23045
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.043712426,437.12426
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.146957492,1469.57492
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.039414498,394.14498
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.020311944,203.11944
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Amil",0.13001589,1300.1589
"OCDA","OCDA_BA1D","OCDA_BA1D_P4","Offshore Central","Pmas",0.04841016,484.1016
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.066987727,669.87727
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.110383705,1103.83705
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.035911336,359.11336
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.067226611,672.26611
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.06060444,606.0444
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.104570115,1045.70115
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.009818049,98.18049
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.017180981,171.80981
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Atab",1.151495707,11514.95707
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Atab",0.138486008,1384.86008
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.210537212,2105.37212
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.012102582,121.02582
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Atab",0.878627465,8786.27465
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.160698219,1606.98219
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.153644508,1536.44508
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.011181493,111.81493
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Pmas",0.044543739,445.43739
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore Central","Atab",0.121875727,1218.75727
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Amil",0.222488845,2224.88845
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.174383128,1743.83128
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.024158182,241.58182
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",1.733832235,17338.32235
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.199362142,1993.62142
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.074962793,749.62793
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.07633072,763.3072
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.092311044,923.11044
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.124399803,1243.99803
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.614053734,6140.53734
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.320288459,3202.88459
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.440677404,4406.77404
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.280027541,2800.27541
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.296753701,2967.53701
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.287566555,2875.66555
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.178500062,1785.00062
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pmas",0.088907421,889.07421
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Amil",0.213926789,2139.26789
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.592969119,5929.69119
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Amil",0.050740401,507.40401
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.20710568,2071.0568
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.436863761,4368.63761
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Pdam",0.040810634,408.10634
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.214961775,2149.61775
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore Central","Atab",0.212113197,2121.13197
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.124068372,1240.68372
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.200329365,2003.29365
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.019884416,198.84416
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.042823785,428.23785
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.150824824,1508.24824
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.035947423,359.47423
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.17090992,1709.0992
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.093590836,935.90836
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.196633273,1966.33273
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.108606591,1086.06591
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.141192299,1411.92299
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.017110841,171.10841
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.032853261,328.53261
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.029259389,292.59389
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.143706735,1437.06735
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.084693081,846.93081
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.039206828,392.06828
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.092224001,922.24001
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.188656465,1886.56465
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.091446335,914.46335
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.037269418,372.69418
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.056482538,564.82538
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.008644451,86.44451
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.024499929,244.99929
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.010280083,102.80083
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.23498554,2349.8554
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.802167456,8021.67456
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.082274962,822.74962
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",1.319409837,13194.09837
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.460159925,4601.59925
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.392871354,3928.71354
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.159543651,1595.43651
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.152939697,1529.39697
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Amil",0.060357077,603.57077
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.860144701,8601.44701
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.509123766,5091.23766
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.085151757,851.51757
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.427607391,4276.07391
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pdam",0.039921879,399.21879
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pdam",0.051494203,514.94203
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pdam",0.061814452,618.14452
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.017798171,177.98171
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Atab",0.465541779,4655.41779
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore Central","Pmas",0.299260662,2992.60662
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.07057915,705.7915
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.04899019,489.9019
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.024796252,247.96252
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.016110739,161.10739
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.046592873,465.92873
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.103501763,1035.01763
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.025009334,250.09334
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.008955235,89.55235
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.102364058,1023.64058
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.091217378,912.17378
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.053290751,532.90751
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.147913181,1479.13181
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.027543234,275.43234
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.008114421,81.14421
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.100555494,1005.55494
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.117461971,1174.61971
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.008591411,85.91411
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.013504607,135.04607
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.237425957,2374.25957
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.039164113,391.64113
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Pmas",0.027626061,276.26061
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore Central","Atab",0.011229689,112.29689
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.019893809,198.93809
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.00984997,98.4997
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.030178594,301.78594
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.035500865,355.00865
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.036854671,368.54671
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.008780611,87.80611
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.026502863,265.02863
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","Offshore Central","Pmas",0.167295747,1672.95747
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.023484034,234.84034
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.015913865,159.13865
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.01009628,100.9628
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.025123424,251.23424
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.029804935,298.04935
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.123369849,1233.69849
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.027249752,272.49752
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.043301073,433.01073
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.016813961,168.13961
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.031834088,318.34088
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.029432809,294.32809
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.040309434,403.09434
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","Offshore Central","Pmas",0.079965839,799.65839
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","Offshore Central","Pmas",0.032101805,321.01805
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","Offshore Central","Pmas",0.008943223,89.43223
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","Offshore Central","Pmas",0.024227663,242.27663
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","Offshore Central","Pmas",0.087525323,875.25323
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","Offshore Central","Pmas",0.021950155,219.50155
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","Offshore Central","Pmas",0.009879855,98.79855
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","Offshore Central","Pmas",0.090136015,901.36015
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.020780651,207.80651
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.078762205,787.62205
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.087754431,877.54431
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.104794335,1047.94335
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.019855028,198.55028
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.021772754,217.72754
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.044437063,444.37063
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","Offshore Central","Pmas",0.016296361,162.96361
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Pmas",0.076079629,760.79629
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Pmas",0.010397353,103.97353
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Pmas",0.017716026,177.16026
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Pdam",0.048263511,482.63511
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Atab",0.309858656,3098.58656
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Atab",0.261757032,2617.57032
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Atab",0.196777771,1967.77771
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Atab",0.09409204,940.9204
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Atab",0.196911161,1969.11161
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Amil",0.042984365,429.84365
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore Central","Amil",0.07120751,712.0751
