"Reef","Site","Plot","CSP","Lat_cluster","Class","Area","Area_cm2"
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.032659631,326.59631
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.040793774,407.93774
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.024180326,241.80326
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.023638462,236.38462
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.01150357,115.0357
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.009141652,91.41652
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.018382137,183.82137
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.027378458,273.78458
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.038121515,381.21515
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.01995285,199.5285
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.024192613,241.92613
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.036124562,361.24562
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.096364741,963.64741
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.025163081,251.63081
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.016169592,161.69592
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.00896718,89.6718
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.033702388,337.02388
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.02325607,232.5607
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.034930298,349.30298
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.019722164,197.22164
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.02943928,294.3928
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.04010929,401.0929
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.03065556,306.5556
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.017629752,176.29752
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.014411831,144.11831
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.026896891,268.96891
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.052290736,522.90736
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.040836168,408.36168
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.031373957,313.73957
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.012888097,128.88097
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.01227472,122.7472
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.049631061,496.31061
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.017582325,175.82325
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.028595679,285.95679
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.056129406,561.29406
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.012998221,129.98221
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.075930995,759.30995
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.03185726,318.5726
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.021076727,210.76727
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.026863678,268.63678
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Atab",0.008080294,80.80294
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.027592989,275.92989
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.010508368,105.08368
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.016276321,162.76321
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Atab",0.058694221,586.94221
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.022809413,228.09413
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Atab",0.101202919,1012.02919
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.014126683,141.26683
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.015909958,159.09958
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.040664997,406.64997
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.028649142,286.49142
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.008750205,87.50205
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Atab",0.085084393,850.84393
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.032382971,323.82971
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.036499582,364.99582
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.038233485,382.33485
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.036328878,363.28878
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Atab",0.044273521,442.73521
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.012025363,120.25363
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.090341236,903.41236
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.015214953,152.14953
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.009890455,98.90455
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.008152886,81.52886
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.021769547,217.69547
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.020492515,204.92515
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.020479994,204.79994
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Atab",0.03196607,319.6607
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.01647616,164.7616
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.074681383,746.81383
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Atab",0.013526642,135.26642
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.011975925,119.75925
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.029634453,296.34453
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.00990418,99.0418
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.019119891,191.19891
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.020418056,204.18056
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.017572143,175.72143
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.08968933,896.8933
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.045659649,456.59649
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.017864391,178.64391
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.030780208,307.80208
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Atab",0.043563761,435.63761
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.051742832,517.42832
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.025729837,257.29837
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.025495392,254.95392
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.020735148,207.35148
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.024347387,243.47387
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.030701221,307.01221
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Atab",0.038628262,386.28262
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Atab",0.02296589,229.6589
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.02384298,238.4298
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.029989574,299.89574
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.0151671,151.671
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.010359256,103.59256
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.019757886,197.57886
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.016875049,168.75049
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.018932426,189.32426
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.013495243,134.95243
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.014312534,143.12534
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.03981569,398.1569
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Atab",0.067203144,672.03144
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Atab",0.068420832,684.20832
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Atab",0.123971304,1239.71304
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.029173438,291.73438
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Atab",0.180133021,1801.33021
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Atab",0.011665363,116.65363
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.026576474,265.76474
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.055409046,554.09046
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.023401221,234.01221
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.012301382,123.01382
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.072681913,726.81913
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.041781335,417.81335
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.045387245,453.87245
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.049009925,490.09925
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.019124488,191.24488
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.041098694,410.98694
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.036954633,369.54633
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.020313773,203.13773
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.01549955,154.9955
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.034558694,345.58694
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.012492194,124.92194
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.015170408,151.70408
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.030629941,306.29941
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Atab",0.078418939,784.18939
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.03304938,330.4938
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.012417895,124.17895
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.011191065,111.91065
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.061262272,612.62272
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.00942111,94.2111
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.008386142,83.86142
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.02044223,204.4223
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.032460724,324.60724
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.038938967,389.38967
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.027992483,279.92483
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.010699718,106.99718
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.017095332,170.95332
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.027956727,279.56727
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.01652442,165.2442
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.010903955,109.03955
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.038205515,382.05515
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.030892774,308.92774
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.025753905,257.53905
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.022418353,224.18353
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.012405849,124.05849
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.017074029,170.74029
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.013968287,139.68287
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.013448278,134.48278
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.02520762,252.0762
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.03273702,327.3702
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.055349073,553.49073
"ISKE","ISKE_BA1S","ISKE_BA1S_P2","Inshore","South","Pdam",0.012748465,127.48465
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.025271239,252.71239
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.011556937,115.56937
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.044063762,440.63762
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Atab",0.031065857,310.65857
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.019515118,195.15118
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.085492237,854.92237
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.030639987,306.39987
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.018759896,187.59896
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.013104148,131.04148
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.023876897,238.76897
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.015072108,150.72108
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.134134326,1341.34326
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.025258131,252.58131
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.010922067,109.22067
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.010651863,106.51863
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.021908218,219.08218
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.067351854,673.51854
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.080876974,808.76974
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.00900018,90.0018
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.027667967,276.67967
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.035132037,351.32037
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.029302665,293.02665
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.009522573,95.22573
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.034311429,343.11429
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.018104909,181.04909
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.026581149,265.81149
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.084277983,842.77983
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.033064491,330.64491
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.029214967,292.14967
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.03696868,369.6868
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.05743067,574.3067
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.055420412,554.20412
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.033940706,339.40706
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.008593344,85.93344
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.017898644,178.98644
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.099287386,992.87386
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.018043011,180.43011
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.016392676,163.92676
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.03373603,337.3603
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.076579493,765.79493
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Atab",0.04854137,485.4137
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.051523155,515.23155
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.014982357,149.82357
"ISKE","ISKE_BA1S","ISKE_BA1S_P1","Inshore","South","Pdam",0.016188251,161.88251
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.034354209,343.54209
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.013152426,131.52426
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.041030215,410.30215
"ISKE","ISKE_BA1S","ISKE_BA1S_P3","Inshore","South","Pdam",0.022765133,227.65133
"ISKE","ISKE_BA1S","ISKE_BA1S_P4","Inshore","South","Pdam",0.03239774,323.9774
"ISKE","ISKE_FL1S","ISKE_FL1S_P2","Inshore","South","Atab",0.335971739,3359.71739
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","Offshore","Central","Pdam",0.021943103,219.43103
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","Offshore","Central","Pdam",0.016883152,168.83152
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","Offshore","Central","Atab",0.032479511,324.79511
"OCCH","OCCH_BA1S","OCCH_BA1S_P3","Offshore","Central","Atab",0.057023276,570.23276
"OCCH","OCCH_BA1S","OCCH_BA1S_P3","Offshore","Central","Pdam",0.04666018,466.6018
"OCCH","OCCH_BA1S","OCCH_BA1S_P4","Offshore","Central","Pdam",0.027930128,279.30128
"OCCH","OCCH_BA1S","OCCH_BA1S_P4","Offshore","Central","Pdam",0.032732861,327.32861
"OCCH","OCCH_BA1S","OCCH_BA1S_P4","Offshore","Central","Pdam",0.025781333,257.81333
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","Offshore","Central","Pdam",0.009181109,91.81109
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","Offshore","Central","Pdam",0.038140531,381.40531
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","Offshore","Central","Pdam",0.012755156,127.55156
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","Offshore","Central","Pdam",0.0330078,330.078
"OCCH","OCCH_BA2S","OCCH_BA2S_P2","Offshore","Central","Atab",0.109996339,1099.96339
"OCCH","OCCH_BA2S","OCCH_BA2S_P2","Offshore","Central","Atab",0.042965267,429.65267
"OCCH","OCCH_BA2S","OCCH_BA2S_P2","Offshore","Central","Atab",0.101226216,1012.26216
"OCCH","OCCH_BA2S","OCCH_BA2S_P3","Offshore","Central","Pdam",0.034399674,343.99674
"OCCH","OCCH_BA2S","OCCH_BA2S_P3","Offshore","Central","Pdam",0.020392054,203.92054
"OCCH","OCCH_BA2S","OCCH_BA2S_P4","Offshore","Central","Atab",0.098895366,988.95366
"OCCH","OCCH_FL1S","OCCH_FL1S_P1","Offshore","Central","Pdam",0.032567465,325.67465
"OCCH","OCCH_FL1S","OCCH_FL1S_P1","Offshore","Central","Pdam",0.017083294,170.83294
"OCCH","OCCH_FL1S","OCCH_FL1S_P1","Offshore","Central","Atab",0.193075894,1930.75894
"OCCH","OCCH_FL1S","OCCH_FL1S_P1","Offshore","Central","Atab",0.068636034,686.36034
"OCCH","OCCH_FL1S","OCCH_FL1S_P1","Offshore","Central","Atab",0.023611775,236.11775
"OCCH","OCCH_FL1S","OCCH_FL1S_P1","Offshore","Central","Atab",0.108721984,1087.21984
"OCCH","OCCH_FL1S","OCCH_FL1S_P1","Offshore","Central","Atab",0.056221597,562.21597
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Atab",0.171156269,1711.56269
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.008774498,87.74498
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Atab",0.026145861,261.45861
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.009702309,97.02309
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.043803183,438.03183
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.031057439,310.57439
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.011847875,118.47875
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.032804586,328.04586
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Atab",0.215013791,2150.13791
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.036825957,368.25957
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Pdam",0.025777771,257.77771
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Atab",0.036612358,366.12358
"OCCH","OCCH_FL1S","OCCH_FL1S_P2","Offshore","Central","Atab",0.034701467,347.01467
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore","Central","Pdam",0.011539664,115.39664
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore","Central","Pdam",0.0301134,301.134
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","Offshore","Central","Pdam",0.038028968,380.28968
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Pdam",0.018319588,183.19588
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Pdam",0.009712524,97.12524
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Pdam",0.023804663,238.04663
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.074299257,742.99257
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.033790023,337.90023
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.137659162,1376.59162
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.010392918,103.92918
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.23617766,2361.7766
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.070284614,702.84614
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.037177711,371.77711
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","Offshore","Central","Atab",0.016076125,160.76125
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore","Central","Atab",0.222837152,2228.37152
"OCDA","OCDA_BA1D","OCDA_BA1D_P2","Offshore","Central","Pdam",0.081059894,810.59894
"OCDA","OCDA_BA1D","OCDA_BA1D_P3","Offshore","Central","Pdam",0.079860574,798.60574
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore","Central","Atab",1.151495707,11514.95707
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore","Central","Atab",0.138486008,1384.86008
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore","Central","Atab",0.878627465,8786.27465
"OCDA","OCDA_BA1S","OCDA_BA1S_P1","Offshore","Central","Atab",0.121875727,1218.75727
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",1.733832235,17338.32235
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.320288459,3202.88459
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.440677404,4406.77404
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.280027541,2800.27541
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.296753701,2967.53701
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.287566555,2875.66555
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.178500062,1785.00062
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.592969119,5929.69119
