"Reef","Site","Plot","Habitat","Cluster","Class","Area","Area_cm2"
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Pmas",0.008780611,87.80611
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Pmas",0.026502863,265.02863
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Pmas",0.167295747,1672.95747
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Pver",0.020664099,206.64099
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.036537023,365.37023
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.04338895,433.8895
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.025457179,254.57179
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.017770847,177.70847
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.039217506,392.17506
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.010407296,104.07296
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.044194219,441.94219
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.026600231,266.00231
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.015899983,158.99983
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Pver",0.058400061,584.00061
"OCDA","OCDA_BA2D","OCDA_BA2D_P1","BA_D","Offshore Central","Spis",0.033214303,332.14303
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.023484034,234.84034
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.015913865,159.13865
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.01009628,100.9628
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.025123424,251.23424
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.029804935,298.04935
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.123369849,1233.69849
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.027249752,272.49752
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.043301073,433.01073
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.016813961,168.13961
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.031834088,318.34088
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.029432809,294.32809
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.008824694,88.24694
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.037445196,374.45196
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.039200653,392.00653
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.058382064,583.82064
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pver",0.036744979,367.44979
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.017505643,175.05643
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.052995102,529.95102
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.011772189,117.72189
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.040309434,403.09434
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Spis",0.035716818,357.16818
"OCDA","OCDA_BA2D","OCDA_BA2D_P2","BA_D","Offshore Central","Pmas",0.079965839,799.65839
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pmas",0.032101805,321.01805
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pmas",0.008943223,89.43223
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pmas",0.024227663,242.27663
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pmas",0.087525323,875.25323
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pmas",0.021950155,219.50155
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pmas",0.009879855,98.79855
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pver",0.008070615,80.70615
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Spis",0.020886452,208.86452
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Spis",0.008375984,83.75984
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pver",0.035464777,354.64777
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pver",0.013737107,137.37107
"OCDA","OCDA_BA2D","OCDA_BA2D_P3","BA_D","Offshore Central","Pmas",0.090136015,901.36015
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.020780651,207.80651
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.078762205,787.62205
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.087754431,877.54431
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.104794335,1047.94335
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.019855028,198.55028
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.021772754,217.72754
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.044437063,444.37063
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Pmas",0.016296361,162.96361
"OCDA","OCDA_BA2D","OCDA_BA2D_P4","BA_D","Offshore Central","Spis",0.053139635,531.39635
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pmas",0.076079629,760.79629
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pmas",0.010397353,103.97353
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pmas",0.017716026,177.16026
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pdam",0.048263511,482.63511
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.309858656,3098.58656
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.261757032,2617.57032
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.196777771,1967.77771
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.09409204,940.9204
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.196911161,1969.11161
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Amil",0.042984365,429.84365
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pver",0.026724502,267.24502
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Amil",0.07120751,712.0751
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.0114059,114.059
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pver",0.020774745,207.74745
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.010913755,109.13755
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.094357239,943.57239
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.013826567,138.26567
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.039392889,393.92889
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pver",0.014382376,143.82376
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.010244582,102.44582
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.056262408,562.62408
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.010232322,102.32322
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.009592507,95.92507
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.025021228,250.21228
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Spis",0.009457597,94.57597
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.008183207,81.83207
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.074518345,745.18345
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.01608785,160.8785
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pver",0.015989977,159.89977
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.257675426,2576.75426
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.088594303,885.94303
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Pver",0.031454699,314.54699
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.014138963,141.38963
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","BA_S","Offshore Central","Atab",0.066795711,667.95711
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pver",0.014131032,141.31032
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Amil",0.151387407,1513.87407
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pver",0.046021705,460.21705
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Amil",0.016012813,160.12813
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pver",0.008799909,87.99909
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Atab",0.03019735,301.9735
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Atab",0.058600068,586.00068
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pdam",0.070816507,708.16507
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pdam",0.043853747,438.53747
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Atab",0.08173337,817.3337
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pver",0.017515183,175.15183
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Atab",0.013141551,131.41551
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Spis",0.085571368,855.71368
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Amil",0.008307023,83.07023
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Atab",0.022293109,222.93109
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pver",0.03186662,318.6662
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pver",0.026751804,267.51804
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Spis",0.011998082,119.98082
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Atab",0.046243042,462.43042
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pmas",0.014757503,147.57503
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","BA_S","Offshore Central","Pmas",0.048302963,483.02963
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.185082509,1850.82509
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.008962252,89.62252
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.187830767,1878.30767
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.086004574,860.04574
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.020943936,209.43936
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.021785959,217.85959
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.107479261,1074.79261
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.008086617,80.86617
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pver",0.027311826,273.11826
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Atab",0.128821247,1288.21247
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pver",0.010960929,109.60929
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Atab",0.115382316,1153.82316
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Atab",0.020453534,204.53534
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Spis",0.011617523,116.17523
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Atab",0.064719379,647.19379
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Amil",0.063243712,632.43712
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pdam",0.054872347,548.72347
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pver",0.009697664,96.97664
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Spis",0.008976864,89.76864
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Atab",0.033700338,337.00338
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pmas",0.024156266,241.56266
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Spis",0.018173809,181.73809
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pver",0.014403371,144.03371
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pver",0.034922143,349.22143
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","BA_S","Offshore Central","Pver",0.023702425,237.02425
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.008476841,84.76841
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.066020611,660.20611
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.550446223,5504.46223
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.059877678,598.77678
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.027665828,276.65828
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.03284857,328.4857
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Amil",0.01534972,153.4972
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pdam",0.010408913,104.08913
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pdam",0.018051035,180.51035
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pver",0.025234746,252.34746
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Spis",0.008206658,82.06658
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pdam",0.016284717,162.84717
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Spis",0.019674778,196.74778
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Spis",0.010722999,107.22999
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Atab",0.071854103,718.54103
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pdam",0.023240766,232.40766
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.049398312,493.98312
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Pmas",0.022835322,228.35322
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","BA_S","Offshore Central","Atab",0.148745444,1487.45444
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pmas",0.039304136,393.04136
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pmas",0.013727674,137.27674
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pver",0.030679255,306.79255
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Spis",0.036909012,369.09012
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pmas",0.020121609,201.21609
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pmas",0.029286626,292.86626
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pmas",0.040270022,402.70022
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pver",0.0539335,539.335
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Spis",0.01276208,127.6208
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","FL_D","Offshore Central","Pdam",0.012515806,125.15806
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pmas",0.043254803,432.54803
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.121280414,1212.80414
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pmas",0.017172494,171.72494
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Spis",0.042352247,423.52247
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pmas",0.022864964,228.64964
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.055266694,552.66694
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pver",0.01420203,142.0203
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pmas",0.055680889,556.80889
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.026183393,261.83393
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.013417694,134.17694
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pmas",0.094009119,940.09119
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.039338983,393.38983
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.02725691,272.5691
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pver",0.014950522,149.50522
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.016350582,163.50582
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Spis",0.015909506,159.09506
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pmas",0.046735816,467.35816
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pmas",0.045374119,453.74119
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pver",0.053344404,533.44404
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.022316097,223.16097
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.011293483,112.93483
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","FL_D","Offshore Central","Pdam",0.025029368,250.29368
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.082992448,829.92448
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Spis",0.014188274,141.88274
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.01839366,183.9366
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Spis",0.031181369,311.81369
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pver",0.017645367,176.45367
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.027800745,278.00745
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.012835052,128.35052
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pmas",0.018586611,185.86611
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.015136427,151.36427
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.021531594,215.31594
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.017071728,170.71728
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","FL_D","Offshore Central","Pdam",0.019752209,197.52209
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Pmas",0.008438997,84.38997
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Spis",0.024476394,244.76394
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Spis",0.010143515,101.43515
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Pmas",0.015900619,159.00619
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Spis",0.020301025,203.01025
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Pver",0.060760417,607.60417
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Pdam",0.038958221,389.58221
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Pmas",0.009887653,98.87653
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Pver",0.023085309,230.85309
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","FL_D","Offshore Central","Pdam",0.030768653,307.68653
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Spis",0.012404029,124.04029
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pmas",0.022216617,222.16617
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Spis",0.014587593,145.87593
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pmas",0.012979672,129.79672
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pver",0.015663823,156.63823
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Atab",0.055754338,557.54338
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pmas",0.031108762,311.08762
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Spis",0.00840339,84.0339
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pver",0.0259384,259.384
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Atab",0.032635117,326.35117
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Atab",0.030567287,305.67287
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pdam",0.026371046,263.71046
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pver",0.017622003,176.22003
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Amil",0.017654711,176.54711
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Spis",0.00863937,86.3937
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Atab",0.0185976,185.976
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Atab",0.062940267,629.40267
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pmas",0.03134694,313.4694
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pver",0.017314211,173.14211
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Atab",0.013411356,134.11356
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Pver",0.045664133,456.64133
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","FL_S","Offshore Central","Atab",0.173611168,1736.11168
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pmas",0.011377071,113.77071
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pdam",0.010231165,102.31165
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Spis",0.012436793,124.36793
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pmas",0.043213984,432.13984
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pmas",0.017003542,170.03542
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Spis",0.008075342,80.75342
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pver",0.021954308,219.54308
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pdam",0.021393009,213.93009
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Spis",0.010245515,102.45515
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Atab",0.02122268,212.2268
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pdam",0.032017442,320.17442
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pmas",0.034830754,348.30754
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Pmas",0.072072698,720.72698
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","FL_S","Offshore Central","Spis",0.010690974,106.90974
